customer_id,age,age_group,gender,location,subscription_status,item_purchased,category,size,color,season,purchase_amount,discount_applied,previous_purchases,frequency_of_purchases,purchase_frequency_days,payment_method,shipping_type,review_rating
3205,57,Middle-aged,Female,New Mexico,No,Jacket,Outerwear,XL,Lavender,Fall,92,No,23,Bi-Weekly,14,Debit Card,Free Shipping,4.3
3206,40,Adult,Female,Colorado,No,Hoodie,Clothing,XL,Magenta,Fall,24,No,50,Every 3 Months,90,Bank Transfer,2-Day Shipping,4.4
3207,36,Adult,Female,California,No,Boots,Footwear,M,Brown,Winter,52,No,49,Monthly,30,PayPal,Free Shipping,3.0
3208,67,Senior,Female,Arizona,No,Socks,Clothing,XL,Beige,Summer,29,No,14,Annually,365,PayPal,Next Day Air,2.7
3209,61,Senior,Female,Indiana,No,Jewelry,Accessories,L,Indigo,Winter,30,No,42,Weekly,7,PayPal,2-Day Shipping,3.3
3210,64,Senior,Female,Arkansas,No,Shoes,Footwear,L,Peach,Fall,31,No,39,Annually,365,Debit Card,Standard,4.3
3211,30,Young Adult,Female,Nevada,No,Socks,Clothing,M,Magenta,Summer,67,No,43,Bi-Weekly,14,Venmo,Express,2.9
3212,53,Middle-aged,Female,Rhode Island,No,Pants,Clothing,L,Turquoise,Winter,65,No,12,Monthly,30,Cash,Standard,4.9
3213,27,Young Adult,Female,Wyoming,No,Sneakers,Footwear,M,Indigo,Winter,22,No,21,Weekly,7,Debit Card,2-Day Shipping,3.6
3214,27,Young Adult,Female,Texas,No,Sunglasses,Accessories,M,Brown,Winter,56,No,33,Monthly,30,Credit Card,Standard,3.3
3215,53,Middle-aged,Female,Washington,No,Skirt,Clothing,M,Yellow,Spring,78,No,6,Annually,365,Debit Card,Free Shipping,3.1
3216,34,Adult,Female,Rhode Island,No,Coat,Outerwear,M,Magenta,Summer,90,No,10,Every 3 Months,90,PayPal,Free Shipping,2.7
3217,39,Adult,Female,Illinois,No,Hoodie,Clothing,S,Olive,Winter,85,No,18,Weekly,7,Cash,Next Day Air,3.4
3218,44,Adult,Female,Oregon,No,Sunglasses,Accessories,M,Silver,Fall,58,No,46,Weekly,7,Venmo,Express,3.4
3219,37,Adult,Female,Florida,No,Skirt,Clothing,M,Teal,Fall,34,No,49,Monthly,30,PayPal,Express,3.9
3220,57,Middle-aged,Female,Kansas,No,Coat,Outerwear,L,White,Summer,40,No,39,Weekly,7,Credit Card,2-Day Shipping,3.5
3221,38,Adult,Female,North Dakota,No,Handbag,Accessories,M,Blue,Fall,29,No,16,Monthly,30,Cash,Free Shipping,4.1
3222,21,Young Adult,Female,New Hampshire,No,T-shirt,Clothing,M,Yellow,Winter,76,No,28,Annually,365,Cash,Standard,3.2
3223,45,Middle-aged,Female,Texas,No,Sunglasses,Accessories,S,Maroon,Fall,84,No,22,Quarterly,90,PayPal,Store Pickup,4.6
3224,68,Senior,Female,Montana,No,Shirt,Clothing,S,Gray,Spring,65,No,36,Bi-Weekly,14,Venmo,Standard,3.9
3225,37,Adult,Female,Delaware,No,Hoodie,Clothing,L,Indigo,Winter,80,No,18,Monthly,30,PayPal,Free Shipping,2.7
3226,53,Middle-aged,Female,New Hampshire,No,Blouse,Clothing,M,Pink,Fall,98,No,31,Weekly,7,Credit Card,Store Pickup,3.0
3227,57,Middle-aged,Female,Minnesota,No,Sneakers,Footwear,XL,Beige,Spring,71,No,38,Fortnightly,14,Bank Transfer,Next Day Air,3.3
3228,28,Young Adult,Female,Alaska,No,Scarf,Accessories,XL,White,Fall,69,No,42,Quarterly,90,Debit Card,Free Shipping,2.7
3229,37,Adult,Female,Connecticut,No,Jewelry,Accessories,M,Yellow,Spring,95,No,27,Annually,365,PayPal,2-Day Shipping,4.6
3230,54,Middle-aged,Female,Connecticut,No,Pants,Clothing,M,Teal,Fall,67,No,24,Monthly,30,Cash,Express,2.7
3231,49,Middle-aged,Female,Kansas,No,Sneakers,Footwear,M,Olive,Summer,49,No,38,Annually,365,Debit Card,Next Day Air,2.5
3232,62,Senior,Female,Nevada,No,Shoes,Footwear,M,Maroon,Winter,97,No,9,Annually,365,Credit Card,Free Shipping,4.4
3233,45,Middle-aged,Female,Massachusetts,No,T-shirt,Clothing,M,White,Spring,34,No,19,Monthly,30,Bank Transfer,Next Day Air,4.0
3234,45,Middle-aged,Female,Indiana,No,Belt,Accessories,M,Lavender,Fall,74,No,11,Bi-Weekly,14,Debit Card,Express,3.8
3235,49,Middle-aged,Female,Washington,No,Jewelry,Accessories,M,Black,Winter,96,No,16,Quarterly,90,Debit Card,2-Day Shipping,2.5
3236,27,Young Adult,Female,Kansas,No,Belt,Accessories,M,Green,Summer,68,No,18,Monthly,30,Venmo,Free Shipping,4.0
3237,63,Senior,Female,South Carolina,No,Belt,Accessories,L,Olive,Fall,84,No,8,Monthly,30,Cash,Next Day Air,4.1
3238,61,Senior,Female,Vermont,No,T-shirt,Clothing,M,Gray,Summer,57,No,4,Weekly,7,Cash,Express,2.8
3239,25,Young Adult,Female,Wyoming,No,Sneakers,Footwear,XL,Teal,Fall,84,No,37,Quarterly,90,Cash,2-Day Shipping,3.4
3240,33,Adult,Female,Colorado,No,Sunglasses,Accessories,M,Charcoal,Fall,32,No,30,Monthly,30,Cash,2-Day Shipping,2.7
3241,56,Middle-aged,Female,West Virginia,No,Sandals,Footwear,M,Violet,Fall,37,No,37,Monthly,30,Bank Transfer,2-Day Shipping,3.8
3242,50,Middle-aged,Female,Connecticut,No,Handbag,Accessories,M,Lavender,Summer,58,No,30,Quarterly,90,PayPal,Store Pickup,4.4
3243,45,Middle-aged,Female,Oregon,No,Socks,Clothing,S,Beige,Fall,74,No,17,Weekly,7,Venmo,Express,2.8
3244,45,Middle-aged,Female,Idaho,No,Hoodie,Clothing,L,Black,Summer,99,No,11,Every 3 Months,90,Bank Transfer,Store Pickup,5.0
3245,65,Senior,Female,Arkansas,No,Sweater,Clothing,M,Black,Fall,81,No,42,Annually,365,Credit Card,Express,4.7
3246,63,Senior,Female,Kansas,No,Pants,Clothing,M,Purple,Fall,76,No,20,Weekly,7,Cash,Next Day Air,3.2
3247,70,Senior,Female,Michigan,No,Sneakers,Footwear,M,Magenta,Summer,98,No,37,Monthly,30,Cash,Store Pickup,2.9
3248,53,Middle-aged,Female,Arkansas,No,Gloves,Accessories,M,Teal,Summer,91,No,12,Fortnightly,14,PayPal,Express,3.7
3249,22,Young Adult,Female,Pennsylvania,No,T-shirt,Clothing,S,Teal,Summer,79,No,41,Quarterly,90,Bank Transfer,Free Shipping,4.2
3250,26,Young Adult,Female,Virginia,No,Backpack,Accessories,M,Pink,Summer,83,No,32,Quarterly,90,Credit Card,Express,3.4
3251,23,Young Adult,Female,Minnesota,No,Coat,Outerwear,M,Teal,Spring,90,No,15,Weekly,7,Venmo,2-Day Shipping,2.9
3252,25,Young Adult,Female,Nevada,No,Coat,Outerwear,M,Gold,Winter,20,No,39,Quarterly,90,Venmo,Standard,3.7
3253,69,Senior,Female,Montana,No,Sandals,Footwear,L,Brown,Spring,21,No,48,Fortnightly,14,Credit Card,Store Pickup,2.7
3254,36,Adult,Female,Nebraska,No,Backpack,Accessories,M,Brown,Fall,60,No,8,Fortnightly,14,Venmo,2-Day Shipping,3.2
3255,21,Young Adult,Female,Indiana,No,Sweater,Clothing,S,Magenta,Winter,31,No,11,Every 3 Months,90,Bank Transfer,Store Pickup,4.9
3256,57,Middle-aged,Female,New Jersey,No,Shorts,Clothing,M,Black,Fall,40,No,36,Monthly,30,Bank Transfer,Next Day Air,2.8
3257,60,Senior,Female,Wisconsin,No,Sunglasses,Accessories,L,Teal,Winter,26,No,50,Every 3 Months,90,Venmo,Free Shipping,4.7
3258,44,Adult,Female,Minnesota,No,Shirt,Clothing,M,Brown,Fall,98,No,39,Every 3 Months,90,Venmo,Express,3.3
3259,31,Young Adult,Female,New Jersey,No,Shoes,Footwear,M,Magenta,Spring,51,No,11,Bi-Weekly,14,Credit Card,Express,4.3
3260,57,Middle-aged,Female,Oklahoma,No,Hat,Accessories,XL,Indigo,Fall,95,No,5,Every 3 Months,90,Debit Card,2-Day Shipping,3.7
3261,39,Adult,Female,Wisconsin,No,Scarf,Accessories,M,Violet,Summer,36,No,7,Annually,365,Credit Card,2-Day Shipping,4.5
3262,48,Middle-aged,Female,Rhode Island,No,Belt,Accessories,L,Cyan,Winter,52,No,50,Weekly,7,Debit Card,Store Pickup,3.4
3263,42,Adult,Female,Indiana,No,T-shirt,Clothing,M,Violet,Spring,35,No,21,Every 3 Months,90,Cash,Standard,2.7
3264,56,Middle-aged,Female,Vermont,No,Shorts,Clothing,S,Black,Fall,68,No,31,Fortnightly,14,Debit Card,Express,4.4
3265,28,Young Adult,Female,Maine,No,Pants,Clothing,S,Charcoal,Winter,50,No,39,Bi-Weekly,14,Cash,Express,4.0
3266,40,Adult,Female,Alabama,No,Sunglasses,Accessories,M,White,Winter,100,No,28,Fortnightly,14,Credit Card,Express,3.2
3267,49,Middle-aged,Female,Alabama,No,Coat,Outerwear,S,Gray,Winter,74,No,33,Weekly,7,Bank Transfer,Next Day Air,4.2
3268,37,Adult,Female,Idaho,No,Hoodie,Clothing,L,Pink,Winter,45,No,42,Quarterly,90,Credit Card,Store Pickup,3.0
3269,22,Young Adult,Female,Arkansas,No,Dress,Clothing,M,Cyan,Fall,97,No,5,Every 3 Months,90,Bank Transfer,Free Shipping,2.8
3270,27,Young Adult,Female,Ohio,No,Blouse,Clothing,M,Blue,Winter,60,No,25,Monthly,30,Cash,Express,4.9
3271,59,Senior,Female,Illinois,No,Socks,Clothing,M,Indigo,Winter,25,No,48,Annually,365,PayPal,Express,4.7
3272,35,Adult,Female,Nevada,No,Socks,Clothing,XL,Magenta,Spring,55,No,30,Weekly,7,Credit Card,Standard,4.4
3273,58,Senior,Female,Texas,No,Shoes,Footwear,M,Lavender,Winter,99,No,34,Quarterly,90,PayPal,Next Day Air,3.1
3274,58,Senior,Female,Nevada,No,Belt,Accessories,S,Orange,Summer,45,No,34,Every 3 Months,90,PayPal,Free Shipping,2.6
3275,46,Middle-aged,Female,Oklahoma,No,Sweater,Clothing,M,Cyan,Spring,20,No,14,Fortnightly,14,Cash,Store Pickup,3.9
3276,43,Adult,Female,Alabama,No,Pants,Clothing,XL,Green,Summer,88,No,2,Weekly,7,Debit Card,2-Day Shipping,2.6
3277,39,Adult,Female,South Dakota,No,Scarf,Accessories,M,White,Summer,99,No,41,Every 3 Months,90,PayPal,Store Pickup,4.0
3278,59,Senior,Female,Texas,No,Skirt,Clothing,M,Blue,Spring,86,No,3,Monthly,30,Credit Card,Store Pickup,4.9
3279,59,Senior,Female,Montana,No,Dress,Clothing,M,Black,Summer,70,No,18,Weekly,7,Bank Transfer,2-Day Shipping,3.3
3280,59,Senior,Female,Wyoming,No,Hat,Accessories,S,Red,Fall,50,No,1,Fortnightly,14,Debit Card,Express,3.0
3281,45,Middle-aged,Female,New York,No,Handbag,Accessories,L,Red,Winter,57,No,5,Monthly,30,PayPal,Next Day Air,2.7
3282,27,Young Adult,Female,Oregon,No,Pants,Clothing,L,Gold,Winter,69,No,41,Annually,365,Bank Transfer,Free Shipping,3.1
3283,24,Young Adult,Female,California,No,T-shirt,Clothing,M,Red,Fall,94,No,5,Monthly,30,Credit Card,Next Day Air,4.8
3284,47,Middle-aged,Female,North Carolina,No,Jacket,Outerwear,L,Purple,Spring,24,No,10,Every 3 Months,90,Debit Card,Express,2.9
3285,70,Senior,Female,Kentucky,No,Scarf,Accessories,L,White,Spring,79,No,20,Annually,365,Venmo,2-Day Shipping,4.5
3286,58,Senior,Female,Hawaii,No,Hat,Accessories,XL,Magenta,Fall,31,No,11,Weekly,7,Cash,Free Shipping,4.6
3287,45,Middle-aged,Female,Illinois,No,Jacket,Outerwear,L,Pink,Winter,67,No,4,Fortnightly,14,Venmo,Express,5.0
3288,24,Young Adult,Female,West Virginia,No,Skirt,Clothing,L,Black,Spring,63,No,38,Weekly,7,Credit Card,2-Day Shipping,4.3
3289,67,Senior,Female,South Carolina,No,Handbag,Accessories,XL,White,Spring,61,No,19,Bi-Weekly,14,Credit Card,Next Day Air,4.9
3290,31,Young Adult,Female,Montana,No,Backpack,Accessories,M,Maroon,Summer,50,No,16,Every 3 Months,90,Venmo,2-Day Shipping,4.0
3291,52,Middle-aged,Female,North Dakota,No,Coat,Outerwear,L,Black,Spring,82,No,2,Monthly,30,PayPal,Free Shipping,3.1
3292,29,Young Adult,Female,New Mexico,No,Belt,Accessories,L,Olive,Fall,51,No,11,Monthly,30,Cash,2-Day Shipping,2.6
3293,62,Senior,Female,Missouri,No,Handbag,Accessories,L,Gray,Spring,23,No,18,Fortnightly,14,Bank Transfer,Standard,4.9
3294,19,Young Adult,Female,West Virginia,No,Coat,Outerwear,M,Gold,Spring,91,No,47,Fortnightly,14,Credit Card,2-Day Shipping,3.5
3295,62,Senior,Female,South Carolina,No,Sweater,Clothing,S,Magenta,Spring,60,No,15,Bi-Weekly,14,Bank Transfer,Store Pickup,4.5
3296,70,Senior,Female,West Virginia,No,Blouse,Clothing,S,Lavender,Summer,34,No,15,Weekly,7,Cash,Next Day Air,2.8
3297,20,Young Adult,Female,Alaska,No,Blouse,Clothing,M,Green,Spring,23,No,47,Quarterly,90,Venmo,Next Day Air,4.2
3298,67,Senior,Female,West Virginia,No,Belt,Accessories,M,Violet,Fall,82,No,47,Monthly,30,PayPal,Free Shipping,4.1
3299,65,Senior,Female,New Mexico,No,Jacket,Outerwear,M,Brown,Fall,73,No,6,Every 3 Months,90,Bank Transfer,Express,3.5
3300,45,Middle-aged,Female,South Dakota,No,Shorts,Clothing,L,Teal,Spring,32,No,18,Monthly,30,Venmo,2-Day Shipping,4.0
3301,26,Young Adult,Female,Oklahoma,No,Hat,Accessories,M,Charcoal,Spring,80,No,40,Bi-Weekly,14,Bank Transfer,Express,4.0
3302,36,Adult,Female,Oklahoma,No,Pants,Clothing,XL,Charcoal,Summer,58,No,31,Fortnightly,14,Credit Card,Free Shipping,2.5
3303,36,Adult,Female,Alabama,No,Blouse,Clothing,XL,Beige,Winter,82,No,31,Bi-Weekly,14,Venmo,Standard,4.2
3304,20,Young Adult,Female,Mississippi,No,Belt,Accessories,S,Turquoise,Summer,60,No,4,Fortnightly,14,Credit Card,Next Day Air,3.4
3305,30,Young Adult,Female,Mississippi,No,Handbag,Accessories,XL,Orange,Fall,79,No,36,Every 3 Months,90,Bank Transfer,Next Day Air,4.8
3306,34,Adult,Female,Nebraska,No,Hoodie,Clothing,L,Cyan,Summer,41,No,31,Bi-Weekly,14,PayPal,Standard,4.9
3307,63,Senior,Female,Colorado,No,Jacket,Outerwear,L,Orange,Summer,39,No,6,Fortnightly,14,Venmo,Store Pickup,3.6
3308,18,Young Adult,Female,Pennsylvania,No,Scarf,Accessories,S,Green,Winter,36,No,1,Monthly,30,Cash,Store Pickup,4.0
3309,55,Middle-aged,Female,Utah,No,Jeans,Clothing,M,Pink,Fall,70,No,29,Monthly,30,Cash,Express,2.6
3310,48,Middle-aged,Female,Massachusetts,No,Handbag,Accessories,M,Blue,Summer,47,No,19,Monthly,30,PayPal,Store Pickup,3.1
3311,45,Middle-aged,Female,Iowa,No,Jacket,Outerwear,M,Pink,Winter,27,No,12,Fortnightly,14,PayPal,Free Shipping,3.6
3312,29,Young Adult,Female,Florida,No,Hat,Accessories,L,Blue,Summer,52,No,18,Annually,365,Bank Transfer,Express,4.0
3313,55,Middle-aged,Female,Louisiana,No,Sneakers,Footwear,L,Black,Summer,75,No,45,Quarterly,90,Cash,Next Day Air,3.9
3314,55,Middle-aged,Female,Kansas,No,Hat,Accessories,XL,Black,Fall,30,No,45,Monthly,30,Credit Card,Express,3.9
3315,55,Middle-aged,Female,Kansas,No,Socks,Clothing,M,Violet,Spring,94,No,8,Quarterly,90,Credit Card,Standard,3.3
3316,48,Middle-aged,Female,Kentucky,No,Scarf,Accessories,S,Gold,Summer,68,No,4,Every 3 Months,90,PayPal,Standard,2.9
3317,42,Adult,Female,New Mexico,No,Socks,Clothing,M,Olive,Summer,45,No,5,Fortnightly,14,Debit Card,Free Shipping,3.1
3318,21,Young Adult,Female,North Carolina,No,Hat,Accessories,XL,Pink,Summer,67,No,30,Quarterly,90,Cash,Standard,4.7
3319,45,Middle-aged,Female,North Dakota,No,Jacket,Outerwear,M,Olive,Summer,46,No,15,Monthly,30,PayPal,Free Shipping,3.9
3320,23,Young Adult,Female,North Dakota,No,Shorts,Clothing,M,Indigo,Summer,31,No,17,Every 3 Months,90,Credit Card,Next Day Air,4.3
3321,66,Senior,Female,Illinois,No,Blouse,Clothing,XL,Silver,Fall,44,No,45,Every 3 Months,90,Cash,2-Day Shipping,4.2
3322,32,Adult,Female,Maine,No,Coat,Outerwear,S,Charcoal,Winter,100,No,3,Annually,365,Venmo,Next Day Air,4.3
3323,52,Middle-aged,Female,Indiana,No,Sweater,Clothing,XL,Orange,Winter,92,No,43,Weekly,7,PayPal,Next Day Air,4.6
3324,54,Middle-aged,Female,North Dakota,No,Handbag,Accessories,M,Yellow,Winter,78,No,4,Monthly,30,Credit Card,Free Shipping,3.8
3325,37,Adult,Female,Missouri,No,T-shirt,Clothing,S,Red,Fall,32,No,41,Weekly,7,Venmo,Standard,3.3
3326,29,Young Adult,Female,Alaska,No,Sandals,Footwear,M,Maroon,Fall,97,No,16,Monthly,30,Venmo,2-Day Shipping,3.7
3327,47,Middle-aged,Female,North Dakota,No,Gloves,Accessories,M,Magenta,Summer,95,No,10,Annually,365,Debit Card,Standard,4.3
3328,47,Middle-aged,Female,Connecticut,No,Shorts,Clothing,M,Black,Spring,64,No,2,Quarterly,90,Debit Card,Express,4.1
3329,42,Adult,Female,Wisconsin,No,Sandals,Footwear,M,Violet,Spring,35,No,11,Bi-Weekly,14,Cash,Free Shipping,3.2
3330,34,Adult,Female,New Jersey,No,Backpack,Accessories,M,Gray,Winter,54,No,1,Bi-Weekly,14,Debit Card,Express,3.8
3331,38,Adult,Female,Missouri,No,Sneakers,Footwear,M,Black,Spring,96,No,41,Quarterly,90,Bank Transfer,2-Day Shipping,3.2
3332,55,Middle-aged,Female,California,No,Sunglasses,Accessories,M,Pink,Summer,58,No,39,Quarterly,90,PayPal,Free Shipping,3.5
3333,27,Young Adult,Female,Washington,No,T-shirt,Clothing,M,Silver,Summer,23,No,1,Bi-Weekly,14,PayPal,2-Day Shipping,3.1
3334,55,Middle-aged,Female,Minnesota,No,Jeans,Clothing,M,Violet,Spring,35,No,3,Monthly,30,PayPal,Express,4.2
3335,66,Senior,Female,California,No,Shirt,Clothing,M,Beige,Summer,23,No,21,Annually,365,Credit Card,Free Shipping,3.4
3336,44,Adult,Female,Texas,No,Hat,Accessories,XL,Cyan,Winter,94,No,48,Quarterly,90,Bank Transfer,Express,3.5
3337,39,Adult,Female,Montana,No,Blouse,Clothing,M,Brown,Fall,45,No,24,Annually,365,Debit Card,Free Shipping,4.0
3338,23,Young Adult,Female,Arizona,No,Jacket,Outerwear,L,Blue,Winter,23,No,45,Bi-Weekly,14,Bank Transfer,2-Day Shipping,4.4
3339,29,Young Adult,Female,Minnesota,No,Skirt,Clothing,L,White,Winter,94,No,46,Monthly,30,Credit Card,2-Day Shipping,2.9
3340,20,Young Adult,Female,Nebraska,No,Gloves,Accessories,M,Cyan,Fall,99,No,35,Fortnightly,14,Cash,Store Pickup,3.6
3341,42,Adult,Female,Virginia,No,T-shirt,Clothing,XL,Maroon,Fall,36,No,47,Fortnightly,14,Credit Card,Free Shipping,4.4
3342,55,Middle-aged,Female,Connecticut,No,Jacket,Outerwear,XL,Olive,Summer,50,No,35,Monthly,30,Credit Card,Standard,4.5
3343,66,Senior,Female,New Jersey,No,Jacket,Outerwear,M,Violet,Spring,81,No,45,Weekly,7,Credit Card,Free Shipping,3.8
3344,24,Young Adult,Female,Kentucky,No,Shorts,Clothing,XL,Green,Winter,31,No,6,Bi-Weekly,14,Cash,2-Day Shipping,3.6
3345,62,Senior,Female,Washington,No,Hat,Accessories,XL,Magenta,Fall,48,No,20,Annually,365,Cash,Free Shipping,4.3
3346,28,Young Adult,Female,Florida,No,Handbag,Accessories,M,Turquoise,Summer,91,No,3,Bi-Weekly,14,Venmo,2-Day Shipping,4.0
3347,30,Young Adult,Female,Oklahoma,No,Jeans,Clothing,M,Black,Summer,99,No,30,Quarterly,90,Venmo,Express,3.4
3348,22,Young Adult,Female,Iowa,No,Shoes,Footwear,XL,Cyan,Summer,70,No,28,Bi-Weekly,14,PayPal,Standard,4.4
3349,28,Young Adult,Female,New Hampshire,No,T-shirt,Clothing,L,Gray,Winter,74,No,15,Every 3 Months,90,Cash,Standard,2.8
3350,35,Adult,Female,Georgia,No,Jewelry,Accessories,M,Red,Fall,79,No,29,Quarterly,90,PayPal,Store Pickup,2.8
3351,45,Middle-aged,Female,Mississippi,No,Handbag,Accessories,S,Olive,Fall,33,No,15,Bi-Weekly,14,Cash,2-Day Shipping,4.9
3352,43,Adult,Female,New Hampshire,No,Shirt,Clothing,L,Cyan,Spring,49,No,18,Fortnightly,14,Bank Transfer,2-Day Shipping,4.2
3353,55,Middle-aged,Female,Washington,No,Belt,Accessories,M,Teal,Summer,96,No,7,Bi-Weekly,14,Bank Transfer,Next Day Air,2.9
3354,31,Young Adult,Female,Ohio,No,Dress,Clothing,L,Teal,Fall,66,No,19,Every 3 Months,90,Credit Card,Free Shipping,4.6
3355,42,Adult,Female,Maryland,No,Skirt,Clothing,M,Orange,Fall,45,No,15,Weekly,7,PayPal,Next Day Air,2.8
3356,40,Adult,Female,Delaware,No,Blouse,Clothing,M,Peach,Spring,28,No,3,Bi-Weekly,14,Bank Transfer,Store Pickup,2.6
3357,39,Adult,Female,Tennessee,No,Jeans,Clothing,M,Silver,Summer,48,No,13,Bi-Weekly,14,PayPal,Store Pickup,3.5
3358,41,Adult,Female,Arkansas,No,Hoodie,Clothing,M,Pink,Winter,67,No,37,Monthly,30,Credit Card,Free Shipping,3.5
3359,56,Middle-aged,Female,Tennessee,No,T-shirt,Clothing,M,Magenta,Fall,59,No,26,Annually,365,Cash,2-Day Shipping,3.4
3360,43,Adult,Female,New Hampshire,No,Sunglasses,Accessories,L,Red,Fall,74,No,29,Monthly,30,Debit Card,Next Day Air,3.9
3361,22,Young Adult,Female,Minnesota,No,Jacket,Outerwear,M,Maroon,Spring,81,No,47,Every 3 Months,90,Cash,2-Day Shipping,3.3
3362,47,Middle-aged,Female,Florida,No,Shoes,Footwear,M,Silver,Spring,26,No,47,Bi-Weekly,14,Credit Card,Free Shipping,4.1
3363,50,Middle-aged,Female,Tennessee,No,Handbag,Accessories,M,Gray,Summer,61,No,48,Fortnightly,14,Venmo,Next Day Air,3.0
3364,58,Senior,Female,California,No,Sweater,Clothing,M,Turquoise,Winter,23,No,46,Bi-Weekly,14,Bank Transfer,Next Day Air,3.0
3365,50,Middle-aged,Female,Oregon,No,Scarf,Accessories,M,Peach,Fall,33,No,7,Monthly,30,Credit Card,Standard,3.2
3366,43,Adult,Female,Tennessee,No,Skirt,Clothing,L,Teal,Fall,58,No,45,Every 3 Months,90,Credit Card,Express,3.9
3367,38,Adult,Female,North Carolina,No,Gloves,Accessories,M,Red,Spring,65,No,47,Quarterly,90,Debit Card,2-Day Shipping,3.6
3368,44,Adult,Female,Tennessee,No,T-shirt,Clothing,M,Blue,Summer,48,No,6,Fortnightly,14,Venmo,Store Pickup,3.1
3369,30,Young Adult,Female,Nebraska,No,Sandals,Footwear,M,Blue,Spring,25,No,29,Every 3 Months,90,Bank Transfer,Express,4.8
3370,47,Middle-aged,Female,Maine,No,Sweater,Clothing,M,Indigo,Winter,51,No,42,Monthly,30,Cash,2-Day Shipping,3.8
3371,30,Young Adult,Female,Illinois,No,Belt,Accessories,M,Charcoal,Summer,31,No,46,Fortnightly,14,Cash,Store Pickup,2.8
3372,49,Middle-aged,Female,Colorado,No,Hoodie,Clothing,S,Turquoise,Winter,99,No,28,Annually,365,PayPal,Next Day Air,4.0
3373,56,Middle-aged,Female,Pennsylvania,No,Socks,Clothing,M,Maroon,Winter,25,No,14,Every 3 Months,90,Credit Card,Free Shipping,4.6
3374,70,Senior,Female,Minnesota,No,Sandals,Footwear,M,Purple,Spring,52,No,12,Every 3 Months,90,Debit Card,Store Pickup,3.5
3375,22,Young Adult,Female,Nevada,No,Blouse,Clothing,S,Lavender,Spring,47,No,41,Annually,365,Debit Card,2-Day Shipping,3.7
3376,51,Middle-aged,Female,Connecticut,No,Boots,Footwear,XL,Yellow,Fall,98,No,8,Annually,365,Credit Card,Express,4.9
3377,22,Young Adult,Female,Ohio,No,Hat,Accessories,M,Green,Winter,46,No,24,Quarterly,90,Cash,Store Pickup,4.1
3378,37,Adult,Female,Kentucky,No,Shirt,Clothing,M,Yellow,Winter,32,No,18,Fortnightly,14,PayPal,Next Day Air,4.6
3379,49,Middle-aged,Female,Minnesota,No,Shorts,Clothing,L,Gold,Fall,75,No,6,Quarterly,90,Cash,Next Day Air,4.5
3380,61,Senior,Female,Tennessee,No,Handbag,Accessories,L,Turquoise,Summer,51,No,40,Weekly,7,Cash,Store Pickup,5.0
3381,41,Adult,Female,North Dakota,No,Dress,Clothing,L,Blue,Summer,52,No,6,Every 3 Months,90,PayPal,Standard,3.8
3382,57,Middle-aged,Female,Minnesota,No,Hat,Accessories,L,Turquoise,Winter,66,No,27,Quarterly,90,Credit Card,Standard,4.7
3383,34,Adult,Female,Nebraska,No,Sweater,Clothing,M,Maroon,Spring,35,No,2,Weekly,7,Bank Transfer,Express,2.8
3384,27,Young Adult,Female,Delaware,No,Coat,Outerwear,M,Pink,Fall,43,No,39,Bi-Weekly,14,Venmo,Next Day Air,2.6
3385,39,Adult,Female,Minnesota,No,Hoodie,Clothing,L,Maroon,Summer,24,No,9,Quarterly,90,Venmo,Free Shipping,3.8
3386,62,Senior,Female,Rhode Island,No,Jewelry,Accessories,M,Olive,Winter,83,No,16,Every 3 Months,90,Credit Card,Standard,2.8
3387,34,Adult,Female,Michigan,No,T-shirt,Clothing,M,Lavender,Fall,62,No,36,Quarterly,90,Cash,2-Day Shipping,2.6
3388,53,Middle-aged,Female,New Jersey,No,Pants,Clothing,S,Pink,Spring,78,No,2,Bi-Weekly,14,Credit Card,2-Day Shipping,3.4
3389,35,Adult,Female,South Dakota,No,Sweater,Clothing,M,Cyan,Spring,61,No,21,Weekly,7,Credit Card,Store Pickup,4.5
3390,38,Adult,Female,North Carolina,No,Pants,Clothing,L,Maroon,Fall,57,No,39,Annually,365,Venmo,Free Shipping,3.8
3391,32,Adult,Female,Oregon,No,Socks,Clothing,S,Red,Summer,70,No,38,Annually,365,PayPal,Next Day Air,3.0
3392,47,Middle-aged,Female,Montana,No,Hoodie,Clothing,M,Silver,Fall,57,No,6,Every 3 Months,90,Debit Card,2-Day Shipping,3.7
3393,53,Middle-aged,Female,New Jersey,No,Scarf,Accessories,XL,Blue,Winter,74,No,6,Bi-Weekly,14,Venmo,Free Shipping,4.4
3394,60,Senior,Female,Arizona,No,Dress,Clothing,M,Gold,Fall,90,No,50,Monthly,30,Debit Card,Next Day Air,3.1
3395,31,Young Adult,Female,Vermont,No,Sandals,Footwear,S,Yellow,Spring,98,No,9,Annually,365,PayPal,Store Pickup,4.2
3396,44,Adult,Female,Colorado,No,Dress,Clothing,M,Silver,Winter,43,No,15,Every 3 Months,90,Debit Card,Free Shipping,3.1
3397,29,Young Adult,Female,Tennessee,No,Pants,Clothing,XL,Black,Winter,37,No,5,Quarterly,90,PayPal,Next Day Air,5.0
3398,19,Young Adult,Female,New Jersey,No,Blouse,Clothing,L,Yellow,Summer,38,No,13,Bi-Weekly,14,Bank Transfer,Standard,2.7
